"","text","linenumber","chapter"
"487","though their kindness to Jane, such as it was, had a value as arising in",487,6
"488","all probability from the influence of their brother's admiration. It was",488,6
"489","generally evident whenever they met, that he _did_ admire her; and to",489,6
"490","_her_ it was equally evident that Jane was yielding to the preference",490,6
"491","which she had begun to entertain for him from the first, and was in a",491,6
"492","way to be very much in love; but she considered with pleasure that it",492,6
"493","was not likely to be discovered by the world in general, since Jane",493,6
"494","united with great strength of feeling, a composure of temper and a",494,6
"495","uniform cheerfulness of manner, which would guard her from the",495,6
"496","suspicions of the impertinent. She mentioned this to her friend Miss",496,6
"497","Lucas.",497,6
"498","""It may perhaps be pleasant,"" replied Charlotte, ""to be able to impose",498,6
"499","on the public in such a case; but it is sometimes a disadvantage to be",499,6
"500","so very guarded. If a woman conceals her affection with the same skill",500,6
"501","from the object of it, she may lose the opportunity of fixing him; and",501,6
"502","it will then be but poor consolation to believe the world equally in the",502,6
"503","dark. There is so much of gratitude or vanity in almost every",503,6
"504","attachment, that it is not safe to leave any to itself. We can all",504,6
"505","_begin_ freely--a slight preference is natural enough; but there are",505,6
"506","very few of us who have heart enough to be really in love without",506,6
"507","encouragement. In nine cases out of ten, a woman had better shew _more_",507,6
"508","affection than she feels. Bingley likes your sister undoubtedly; but he",508,6
"509","may never do more than like her, if she does not help him on.""",509,6
"510","""But she does help him on, as much as her nature will allow. If _I_ can",510,6
"511","perceive her regard for him, he must be a simpleton indeed not to",511,6
"512","discover it too.""",512,6
"513","""Remember, Eliza, that he does not know Jane's disposition as you do.""",513,6
"514","""But if a woman is partial to a man, and does not endeavour to conceal",514,6
"515","it, he must find it out.""",515,6
"516","""Perhaps he must, if he sees enough of her. But though Bingley and Jane",516,6
"517","meet tolerably often, it is never for many hours together; and as they",517,6
"518","always see each other in large mixed parties, it is impossible that",518,6
"519","every moment should be employed in conversing together. Jane should",519,6
"520","therefore make the most of every half hour in which she can command his",520,6
"521","attention. When she is secure of him, there will be leisure for falling",521,6
"522","in love as much as she chuses.""",522,6
"523","""Your plan is a good one,"" replied Elizabeth, ""where nothing is in",523,6
"524","question but the desire of being well married; and if I were determined",524,6
"525","to get a rich husband, or any husband, I dare say I should adopt it. But",525,6
"526","these are not Jane's feelings; she is not acting by design. As yet, she",526,6
"527","cannot even be certain of the degree of her own regard, nor of its",527,6
"528","reasonableness. She has known him only a fortnight. She danced four",528,6
"529","dances with him at Meryton; she saw him one morning at his own house,",529,6
"530","and has since dined in company with him four times. This is not quite",530,6
"531","enough to make her understand his character.""",531,6
"532","""Not as you represent it. Had she merely _dined_ with him, she might",532,6
"533","only have discovered whether he had a good appetite; but you must",533,6
"534","remember that four evenings have been also spent together--and four",534,6
"535","evenings may do a great deal.""",535,6
"536","""Yes; these four evenings have enabled them to ascertain that they both",536,6
"537","like Vingt-un better than Commerce; but with respect to any other",537,6
"538","leading characteristic, I do not imagine that much has been unfolded.""",538,6
"539","""Well,"" said Charlotte, ""I wish Jane success with all my heart; and if",539,6
"540","she were married to him to-morrow, I should think she had as good a",540,6
"541","chance of happiness, as if she were to be studying his character for a",541,6
"542","twelvemonth. Happiness in marriage is entirely a matter of chance. If",542,6
"543","the dispositions of the parties are ever so well known to each other, or",543,6
"544","ever so similar before-hand, it does not advance their felicity in the",544,6
"545","least. They always continue to grow sufficiently unlike afterwards to",545,6
"546","have their share of vexation; and it is better to know as little as",546,6
"547","possible of the defects of the person with whom you are to pass your",547,6
"548","life.""",548,6
"549","""You make me laugh, Charlotte; but it is not sound. You know it is not",549,6
"550","sound, and that you would never act in this way yourself.""",550,6
"551","Occupied in observing Mr. Bingley's attentions to her sister, Elizabeth",551,6
"552","was far from suspecting that she was herself becoming an object of some",552,6
"553","interest in the eyes of his friend. Mr. Darcy had at first scarcely",553,6
"554","allowed her to be pretty; he had looked at her without admiration at the",554,6
"555","ball; and when they next met, he looked at her only to criticise. But no",555,6
"556","sooner had he made it clear to himself and his friends that she had",556,6
"557","hardly a good feature in her face, than he began to find it was rendered",557,6
"558","uncommonly intelligent by the beautiful expression of her dark eyes. To",558,6
"559","this discovery succeeded some others equally mortifying. Though he had",559,6
"560","detected with a critical eye more than one failure of perfect symmetry",560,6
"561","in her form, he was forced to acknowledge her figure to be light and",561,6
"562","pleasing; and in spite of his asserting that her manners were not those",562,6
"563","of the fashionable world, he was caught by their easy playfulness. Of",563,6
"564","this she was perfectly unaware;--to her he was only the man who made",564,6
"565","himself agreeable no where, and who had not thought her handsome enough",565,6
"566","to dance with.",566,6
"567","He began to wish to know more of her, and as a step towards conversing",567,6
"568","with her himself, attended to her conversation with others. His doing so",568,6
"569","drew her notice. It was at Sir William Lucas's, where a large party were",569,6
"570","assembled.",570,6
"571","""What does Mr. Darcy mean,"" said she to Charlotte, ""by listening to my",571,6
"572","conversation with Colonel Forster?""",572,6
"573","""That is a question which Mr. Darcy only can answer.""",573,6
"574","""But if he does it any more I shall certainly let him know that I see",574,6
"575","what he is about. He has a very satirical eye, and if I do not begin by",575,6
"576","being impertinent myself, I shall soon grow afraid of him.""",576,6
"577","On his approaching them soon afterwards, though without seeming to have",577,6
"578","any intention of speaking, Miss Lucas defied her friend to mention such",578,6
"579","a subject to him, which immediately provoking Elizabeth to do it, she",579,6
"580","turned to him and said,",580,6
"581","""Did not you think, Mr. Darcy, that I expressed myself uncommonly well",581,6
"582","just now, when I was teazing Colonel Forster to give us a ball at",582,6
"583","Meryton?""",583,6
